"id","kode_kbli","nama_kbli","keterangan","versi","created_at","created_by_id","rejected_at","rejected_by_id","status","updated_at","verified_at","verified_by_id"
"1806","49442","ANGKUTAN JALAN REL WISATA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1807","4945","ANGKUTAN JALAN REL LAINNYA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1808","49450","ANGKUTAN JALAN REL LAINNYA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1809","50","ANGKUTAN PERAIRAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1810","501","ANGKUTAN LAUT","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1811","5011","ANGKUTAN LAUT DALAM NEGERI UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1812","50111","ANGKUTAN LAUT DALAM NEGERI LINER UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1813","50112","ANGKUTAN LAUT DALAM NEGERI TRAMPER UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1814","50113","ANGKUTAN LAUT DALAM NEGERI UNTUK WISATA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1815","50114","ANGKUTAN LAUT DALAM NEGERI PERINTIS UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1816","5012","ANGKUTAN LAUT LUAR NEGERI UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1817","50121","ANGKUTAN LAUT LUAR NEGERI LINER UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1818","50122","ANGKUTAN LAUT LUAR NEGERI TRAMPER UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1819","50123","ANGKUTAN LAUT LUAR NEGERI UNTUK WISATA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1820","5013","ANGKUTAN LAUT DALAM NEGERI UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1821","50131","ANGKUTAN LAUT DALAM NEGERI LINER UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1822","50132","ANGKUTAN LAUT DALAM NEGERI TRAMPER UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1823","50133","ANGKUTAN LAUT DALAM NEGERI UNTUK BARANG KHUSUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1824","50134","ANGKUTAN LAUT DALAM NEGERI PERINTIS UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1825","50135","ANGKUTAN LAUT DALAM NEGERI PELAYARAN RAKYAT","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1826","5014","ANGKUTAN LAUT LUAR NEGERI UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1827","50141","ANGKUTAN LAUT LUAR NEGERI LINER UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1828","50142","ANGKUTAN LAUT LUAR NEGERI TRAMPER UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1829","50143","ANGKUTAN LAUT LUAR NEGERI UNTUK BARANG KHUSUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1830","50144","ANGKUTAN LAUT LUAR NEGERI PELAYARAN RAKYAT","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1831","502","ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1832","5021","ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1833","50211","ANGKUTAN SUNGAI DAN DANAU LINER (TRAYEK TETAP DAN TERATUR) UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1834","50212","ANGKUTAN SUNGAI DAN DANAU TRAMPER (TRAYEK TIDAK TETAP DAN TIDAK TERATUR) UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1835","50213","ANGKUTAN SUNGAI DAN DANAU UNTUK WISATA DAN YBDI","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1836","50214","ANGKUTAN PENYEBERANGAN ANTARPROVINSI UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1837","50215","ANGKUTAN PENYEBERANGAN PERINTIS ANTARPROVINSI UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1838","50216","ANGKUTAN PENYEBERANGAN ANTARKABUPATEN/KOTA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1839","50217","ANGKUTAN PENYEBERANGAN PERINTIS ANTARKABUPATEN/KOTA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1840","50218","ANGKUTAN PENYEBERANGAN DALAM KABUPATEN/KOTA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1841","50219","ANGKUTAN PENYEBERANGAN LAINNYA UNTUK PENUMPANG TERMASUK PENYEBRANGAN ANTAR NEGARA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1842","5022","ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1843","50221","ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG UMUM DAN ATAU HEWAN","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1844","50222","ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG KHUSUS","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1845","50223","ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG BERBAHAYA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1846","50224","ANGKUTAN PENYEBERANGAN UMUM ANTARPROVINSI UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1847","50225","ANGKUTAN PENYEBERANGAN PERINTIS ANTARPROVINSI UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1848","50226","ANGKUTAN PENYEBERANGAN UMUM ANTARKABUPATEN/KOTA UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1849","50227","ANGKUTAN PENYEBERANGAN PERINTIS ANTARKABUPATEN/KOTA UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1850","50228","ANGKUTAN PENYEBERANGAN UMUM DALAM KABUPATEN/KOTA UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1851","50229","ANGKUTAN PENYEBERANGAN LAINNYA UNTUK BARANG TERMASUK PENYEBERANGAN ANTARNEGARA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1852","51","ANGKUTAN UDARA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1853","511","ANGKUTAN UDARA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1854","5110","ANGKUTAN UDARA UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1855","51101","ANGKUTAN UDARA BERJADWAL DALAM NEGERI UMUM UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1856","51102","ANGKUTAN UDARA BERJADWAL DALAM NEGERI PERINTIS UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1857","51103","ANGKUTAN UDARA BERJADWAL LUAR NEGERI UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1858","51104","ANGKUTAN UDARA TIDAK BERJADWAL DALAM NEGERI UMUM UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1859","51105","ANGKUTAN UDARA TIDAK BERJADWAL DALAM NEGERI PERINTIS UNTUK PENUMPANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1860","51106","ANGKUTAN UDARA UNTUK OLAHRAGA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1861","51107","ANGKUTAN UDARA UNTUK WISATA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1862","51109","ANGKUTAN UDARA UNTUK PENUMPANG LAINNYA","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1863","512","ANGKUTAN UDARA UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1864","5120","ANGKUTAN UDARA UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1865","51201","ANGKUTAN UDARA BERJADWAL DALAM NEGERI UMUM UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1866","51202","ANGKUTAN UDARA BERJADWAL DALAM NEGERI PERINTIS UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1867","51203","ANGKUTAN UDARA BERJADWAL LUAR NEGERI UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1868","51204","ANGKUTAN UDARA TIDAK BERJADWAL DALAM NEGERIUMUM UNTUK BARANG","","","11/29/2016 08:19:46","","","","6","11/29/2016 08:19:46","",""
"1869","51205","ANGKUTAN UDARA TIDAK BERJADWAL DALAM NEGERI PERINTIS UNTUK BARANG","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1870","52","PERGUDANGAN DAN AKTIVITAS PENUNJANG ANGKUTAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1871","521","PERGUDANGAN DAN PENYIMPANAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1872","5210","PERGUDANGAN DAN PENYIMPANAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1873","52101","PERGUDANGAN DAN PENYIMPANAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1874","52102","AKTIVITAS COLD STORAGE","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1875","52103","AKTIVITAS BOUNDED WAREHOUSING ATAU WILAYAH KAWASAN BERIKAT","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1876","52109","PERGUDANGAN DAN PENYIMPANAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1877","522","AKTIVITAS PENUNJANG ANGKUTAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1878","5221","AKTIVITAS PENUNJANG ANGKUTAN DARAT","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1879","52211","AKTIVITAS TERMINAL DARAT","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1880","52212","AKTIVITAS STASIUN KERETA API","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1881","52213","AKTIVITAS JALAN TOL","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1882","52214","AKTIVITAS PERPARKIRAN DI BADAN JALAN (ON STREET PARKING)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1883","52215","AKTIVITAS PERPARKIRAN DI LUAR BADAN JALAN (OFF STREET PARKING)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1884","52219","AKTIVITAS PENUNJANG ANGKUTAN DARAT LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1885","5222","AKTIVITAS PENUNJANG ANGKUTAN PERAIRAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1886","52221","AKTIVITAS PELAYANAN KEPELABUHANAN LAUT","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1887","52222","AKTIVITAS PELAYANAN KEPELABUHANAN SUNGAI DAN DANAU","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1888","52223","AKTIVITAS PELAYANAN KEPELABUHANAN PENYEBERANGAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1889","52224","AKTIVITAS PELABUHAN PERIKANAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1890","52229","AKTIVITAS PENUNJANG ANGKUTAN PERAIRAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1891","5223","AKTIVITAS KEBANDARUDARAAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1892","52230","AKTIVITAS KEBANDARUDARAAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1893","5224","PENANGANAN KARGO (BONGKAR MUAT BARANG)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1894","52240","PENANGANAN KARGO (BONGKAR MUAT BARANG)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1895","5229","AKTIVITAS PENUNJANG ANGKUTAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1896","52291","JASA PENGURUSAN TRANSPORTASI (JPT)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1897","52292","AKTIVITAS EKSPEDISI MUATAN KERETA API DAN EKSPEDISI ANGKUTAN DARAT (EMKA & EAD)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1898","52293","AKTIVITAS EKSPEDISI MUATAN KAPAL (EMKL)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1899","52294","AKTIVITAS EKSPEDISI MUATAN PESAWAT UDARA (EMPU)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1900","52295","ANGKUTAN MULTIMODA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1901","52299","AKTIVITAS PENUNJANG ANGKUTAN LAINNYA YTDL","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1902","53","AKTIVITAS POS DAN KURIR","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1903","531","AKTIVITAS POS","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1904","5310","AKTIVITAS POS","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1905","53101","POS UNIVERSAL","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1906","53102","POS KOMERSIAL","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1907","53103","AGEN POS","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1908","532","AKTIVITAS KURIR","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1909","5320","AKTIVITAS KURIR","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1910","53201","AKTIVITAS KURIR","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1911","53202","AKTIVITAS AGEN KURIR","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1912","I","PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1913","55","PENYEDIAAN AKOMODASI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1914","551","PENYEDIAAN AKOMODASI JANGKA PENDEK","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1915","5511","HOTEL BINTANG","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1916","55111","HOTEL BINTANG LIMA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1917","55112","HOTEL BINTANG EMPAT","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1918","55113","HOTEL BINTANG TIGA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1919","55114","HOTEL BINTANG DUA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1920","55115","HOTEL BINTANG SATU","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1921","5512","HOTEL MELATI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1922","55120","HOTEL MELATI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1923","5513","PONDOK WISATA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1924","55130","PONDOK WISATA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1925","5519","PENYEDIAAN AKOMODASI JANGKA PENDEK LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1926","55191","PENGINAPAN REMAJA (YOUTH HOSTEL)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1927","55192","BUMI PERKEMAHAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1928","55193","PERSINGGAHAN KARAVAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1929","55194","VILA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1930","55195","APARTEMEN HOTEL","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1931","55199","PENYEDIAAN AKOMODASI JANGKA PENDEK LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1932","559","PENYEDIAAN AKOMODASI LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1933","5590","PENYEDIAAN AKOMODASI LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1934","55900","PENYEDIAAN AKOMODASI LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1935","56","PENYEDIAAN MAKANAN DAN MINUMAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1936","561","RESTORAN DAN PENYEDIAAN MAKANAN KELILING","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1937","5610","RESTORAN DAN PENYEDIAAN MAKANAN KELILING","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1938","56101","RESTORAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1939","56102","WARUNG MAKAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1940","56103","KEDAI MAKANAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1941","56104","PENYEDIAAN MAKANAN KELILING/TEMPAT TIDAK TETAP","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1942","56109","RESTORAN DAN PENYEDIAAN MAKANAN KELILING LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1943","562","JASA BOGA UNTUK SUATU EVENT TERTENTU (EVENT CATERING) DAN PENYEDIAAN MAKANAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1944","5621","JASA BOGA UNTUK SUATU EVENT TERTENTU (EVENT CATERING)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1945","56210","JASA BOGA UNTUK SUATU EVENT TERTENTU (EVENT CATERING)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1946","5629","PENYEDIAAN MAKANAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1947","56290","PENYEDIAAN MAKANAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1948","563","PENYEDIAAN MINUMAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1949","5630","PENYEDIAAN MINUMAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1950","56301","BAR","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1951","56302","KELAB MALAM ATAU DISKOTIK YANG UTAMANYA MENYEDIAKAN MINUMAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1952","56303","RUMAH MINUM/KAFE","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1953","56304","KEDAI MINUMAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1954","56305","RUMAH/KEDAI OBAT TRADISIONAL","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1955","56306","PENYEDIAAN MINUMAN KELILING/TEMPAT TIDAK TETAP","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1956","J","INFORMASI DAN KOMUNIKASI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1957","58","AKTIVITAS PENERBITAN","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1958","581","AKTIVITAS PENERBITAN BUKU, MAJALAH DAN TERBITAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1959","5811","PENERBITAN BUKU","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1960","58110","PENERBITAN BUKU","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1961","5812","PENERBITAN DIREKTORI DAN MAILING LIST","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1962","58120","PENERBITAN DIREKTORI DAN MAILING LIST","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1963","5813","PENERBITAN SURAT KABAR, JURNAL DAN MAJALAH ATAU TERBITAN BERKALA LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1964","58130","PENERBITAN SURAT KABAR, JURNAL DAN BULETIN ATAU MAJALAH","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1965","5819","AKTIVITAS PENERBITAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1966","58190","AKTIVITAS PENERBITAN LAINNYA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1967","582","PENERBITAN PIRANTI LUNAK (SOFTWARE)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1968","5820","PENERBITAN PIRANTI LUNAK (SOFTWARE)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1969","58200","PENERBITAN PIRANTI LUNAK (SOFTWARE)","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1970","59","AKTIVITAS PRODUKSI GAMBAR BERGERAK, VIDEO DAN PROGRAM TELEVISI, PEREKAMAN SUARA DAN PENERBITAN MUSIK","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1971","591","AKTIVITAS PRODUKSI GAMBAR BERGERAK, VIDEO DAN PROGRAM TELEVISI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1972","5911","AKTIVITAS PRODUKSI GAMBAR BERGERAK, VIDEO DAN PROGRAM TELEVISI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1973","59111","AKTIVITAS PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH PEMERINTAH","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1974","59112","AKTIVITAS PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH SWASTA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1975","5912","AKTIVITAS PASCA PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1976","59121","AKTIVITAS PASCA PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH PEMERINTAH","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1977","59122","AKTIVITAS PASCA PRODUKSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH SWASTA","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1978","5913","AKTIVITASDISTRIBUSI GAMBAR BERGERAK, VIDEO DAN PROGRAM TELEVISI","","","11/29/2016 08:19:47","","","","6","11/29/2016 08:19:47","",""
"1979","59131","AKTIVITAS DISTRIBUSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH PEMERINTAH","","","11/29/2016 08:19:48","","","","6","11/29/2016 08:19:48","",""
"1980","59132","AKTIVITAS DISTRIBUSI FILM, VIDEO DAN PROGRAM TELEVISI OLEH SWASTA","","","11/29/2016 08:19:48","","","","6","11/29/2016 08:19:48","",""
